X,Y,objectid,identifian,nom,adresse,insee,nomcom,dep,multiplex,art_essai,ecrans,cinema_seats,rd,jp,pr,situtheatr
2.349672029156022,48.883415778188478,1,9452,LE LOUXOR,170 BOULEVARD DE MAGENTA,75110,Paris 10e  Arrondissement,75,0,1,3,556,1,1,1,0
2.373851669803776,48.833763993019389,2,9616,MK2 A&E 1,162 AVENUE DE FRANCE,75113,Paris 13e  Arrondissement,75,0,0,4,520,0,0,0,0
2.282350598326797,48.848879239089761,3,9700,PATHE 1,7 RUE LINOIS,75115,Paris 15e  Arrondissement,75,1,0,10,1962,0,0,0,0
2.377470430177038,48.898834371055571,4,9906,UGC CINE CITE PARIS 19 (1),166 BOULEVARD MACDONALD,75119,Paris 19e  Arrondissement,75,1,0,14,2790,0,0,0,0
2.475874635013347,48.954915398848215,5,30184,UGC CINE CITE O'PARINOR 1,CENTRE COMMERCIAL O'PARINOR LE HAUT DE GALY,93005,Aulnay-sous-Bois,93,1,0,14,2592,0,0,0,0
2.02363154327226,48.799302529097538,6,59690,LA GRANGE DE LA TREMBLAYE,FERME DE LA TREMBLAYE - RUE DU PARC,78073,Bois-d'Arcy,78,0,0,1,338,0,0,0,1
2.2307538381821,48.786878124024057,7,260904,ESPACE CULTUREL ROBERT-DOISNEAU,16 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY,92048,Meudon,92,0,0,1,260,0,0,0,0
2.318397468723771,48.988812055097704,8,274702,EDEN 1,5 BIS RUE DE PONTOISE,95428,Montmorency,95,0,1,2,222,0,0,1,0
2.524107747394644,48.990185751587617,9,433975,EUROPACORP CINEMAS - AEROVILLE,30 RUE DES BUISSONS,93073,Tremblay-en-France,93,1,0,12,2380,0,0,0,0
2.189191081733734,48.826543964876969,10,455770,LE COLOMBIER,PLACE CHARLES DE GAULLE,92077,Ville-d'Avray,92,0,0,1,279,0,0,0,1
2.159435249951094,48.937884414688909,11,353531,ABC,6 RUE HOCHE,78586,Sartrouville,78,0,0,5,436,0,0,0,0
2.271853121702752,48.901368083831507,12,123914,ABEL GANCE,184 BOULEVARD SAINT DENIS,92026,Courbevoie,92,0,1,1,139,0,1,1,1
2.341932176426635,48.848118275152402,13,8392,ACCATONE,20 RUE CUJAS,75105,Paris 5e  Arrondissement,75,0,1,1,73,1,0,0,0
2.332040607122086,48.935371667795998,14,457861,ANDRE MALRAUX,29 AVENUE DE VERDUN,92078,Villeneuve-la-Garenne,92,0,0,1,212,0,0,0,0
2.611301354593132,48.803360220551355,15,318801,APOLLO,62 AVENUE DE LA REPUBLIQUE,77373,Pontault-Combault,77,0,1,2,295,0,1,0,0
2.469271302936102,48.603761347567001,16,120293,ARCEL,15 PLACE LEON CASSE,91174,Corbeil-Essonnes,91,0,0,3,434,0,0,0,0
2.180827589957265,48.879891077019153,17,347162,ARIEL,99 AVENUE PAUL DOUMER,92063,Rueil-Malmaison,92,0,0,3,689,0,0,0,0
2.195713051074716,48.86218296361114,18,347175,ARIEL HAUTS DE RUEIL,58 AVENUE DE FOUILLEUSE,92063,Rueil-Malmaison,92,0,0,3,688,0,0,0,0
2.488492528823008,48.753659110766904,19,228122,ATELIER BARBARA,22 RUE ALSACE LORRAINE,94044,Limeil-Brévannes,94,0,0,1,165,0,0,0,0
2.221137922274471,48.641311494227423,20,246432,ATMOSPHERE,PARC DES CELESTINS,91363,Marcoussis,91,0,1,1,231,0,0,0,1
2.317533540609939,48.778863530703291,21,68212,AUDITORIUM DU CONSERVATOIRE,11 BOULEVARD CARNOT,92014,Bourg-la-Reine,92,0,0,1,177,0,0,0,0
2.299847144850632,48.872789675980634,22,35,BALZAC,1 RUE BALZAC,75108,Paris 8e  Arrondissement,75,0,1,3,590,1,0,1,0
2.283099723314172,49.141382875045871,23,45132,BEAUMONT PALACE,6 AVENUE ANATOLE FRANCE,95052,Beaumont-sur-Oise,95,0,1,1,353,0,0,0,0
2.348634065810598,48.870025330688037,24,1314,BEVERLEY,14 RUE VILLE NEUVE,75102,Paris 2e  Arrondissement,75,0,0,1,100,0,0,0,0
2.392497637040858,48.888841524841403,25,4713,BORIS VIAN,211 AVENUE JEAN JAURES,75119,Paris 19e  Arrondissement,75,0,0,1,287,0,0,0,0
2.324935231543654,48.84379001003699,26,803,BRETAGNE,73 BOULEVARD DU MONTPARNASSE,75106,Paris 6e  Arrondissement,75,0,0,2,1020,0,0,0,0
2.532507203327166,48.686364573162862,27,69641,BUXY,CENTRE COMMERCIAL VAL D'YERRES 2,91097,Boussy-Saint-Antoine,91,0,1,5,797,0,0,0,0
2.091071723148516,48.896599010687218,28,388971,C2L,25 RUE DU VIEUX MARCHE,78551,Saint-Germain-en-Laye,78,0,1,5,742,0,0,0,0
2.044649734959534,48.928191268206078,29,317291,C2L,PLACE DE LA REPUBLIQUE,78498,Poissy,78,0,0,5,983,0,0,0,0
2.379437257798282,48.681780039316934,30,463353,CALYPSO A,38 RUE VICTOR BASCH,91687,Viry-Châtillon,91,0,1,3,551,1,1,0,0
2.259184764942785,48.899820898799348,31,123905,CAMILLE ST SAENS,15 BOULEVARD ARISTIDE BRIAND,92026,Courbevoie,92,0,0,1,360,0,0,0,0
2.327886790460389,48.875687989521225,32,2982,CAUMARTIN,101 RUE SAINT LAZARE,75109,Paris 9e  Arrondissement,75,0,1,5,501,1,0,0,0
2.542639229803219,48.786702545381551,33,299122,CENTRE CULTUREL,14 AVENUE WLADIMIR D'ORMESSON,94055,Ormesson-sur-Marne,94,0,0,1,358,0,0,0,1
2.043123800628149,49.010844698958749,34,205601,CENTRE CULTUREL,96 AVENUE DES BRUZACQUES,95323,Jouy-le-Moutier,95,0,0,1,346,0,0,0,1
2.19003764476189,48.874421832594422,35,347164,CENTRE CULTUREL EDMOND ROSTAND,20 BOULEVARD EDMOND ROSTAND,92063,Rueil-Malmaison,92,0,0,1,150,0,0,0,1
2.23557939296485,48.813517185192744,36,260903,CENTRE D'ART ET DE CULTURE,15 BOULEVARD DES NATIONS-UNIES,92048,Meudon,92,0,1,1,458,0,0,0,1
2.305719867009234,48.97225155843271,37,147084,CENTRE DES ARTS,12 RUE DE LA LIBERATION,95210,Enghien-les-Bains,95,0,1,1,320,0,1,1,0
2.509619314355874,48.846948124610122,38,307692,CENTRE DES BORDS DE MARNE,2 RUE DE LA PRAIRIE,94058,Le Perreux-sur-Marne,94,0,1,1,198,0,0,0,1
2.199925869025718,48.996145940663645,39,273182,CENTRE PICASSO,RUE GUY DE MAUPASSANT,95424,Montigny-lès-Cormeilles,95,0,0,1,304,0,0,0,1
1.683556462312475,48.999661414685228,40,244715,CHAPLIN,PLACE MENDES FRANCE,78361,Mantes-la-Jolie,78,0,0,1,300,0,0,0,0
2.298662476723749,48.843216437468236,41,7231,CHAPLIN  SAINT LAMBERT,6 RUE PECLET,75115,Paris 15e  Arrondissement,75,0,1,3,365,1,1,1,0
2.331117745531715,48.833994021766692,42,8161,CHAPLIN DENFERT,24 PLACE DENFERT-ROCHEREAU,75114,Paris 14e  Arrondissement,75,0,1,1,133,1,1,1,0
2.408863436972954,48.89227429894899,43,303281,CINE 104,104 AVENUE JEAN LOLIVE,93055,Pantin,93,0,1,3,457,1,1,1,0
2.270192099925177,48.825406299028636,44,202214,CINE D'ISSY,MAIL RAYMOND MENAND,92040,Issy-les-Moulineaux,92,0,0,1,376,0,0,0,0
2.186953355449311,48.841897738290356,45,172914,CINE GARCHES,86 GRANDE RUE,92033,Garches,92,0,0,2,434,0,0,0,1
2.231820599513403,48.985891399380179,46,168193,CINE HENRI LANGLOIS,32 BIS RUE DE LA STATION,95252,Franconville,95,0,1,2,518,0,1,0,1
2.311395196443033,48.813153150507858,47,276554,CINE MONTROUGE,88 RUE RACINE,92049,Montrouge,92,0,1,1,162,0,1,0,0
2.545063223978469,48.925793192930335,48,229833,CINE MUNICIPAL YVES MONTAND,36 RUE EUGENE MASSE,93046,Livry-Gargan,93,0,1,1,264,0,1,0,1
2.136437038431388,48.847787305595951,49,91492,CINE THEATRE,8 AVENUE CHARLES DE GAULLE,78126,La Celle-Saint-Cloud,78,0,0,1,319,0,0,0,1
2.441491103902676,48.984434954909695,50,179852,CINE THEATRE JACQUES PREVERT,6 RUE DE PARIS,95277,Gonesse,95,0,1,1,216,0,1,0,0
2.388445204663778,48.528766781248777,51,37350,CINE TOILE,2 RUE DES COLOMBES,91045,Ballancourt-sur-Essonne,91,0,0,1,189,0,0,0,0
2.289076804589108,48.800351810515281,52,106031,CINEMA,7 BIS RUE DE LA MAIRIE,92020,Châtillon,92,0,1,1,226,0,0,0,0
3.148440025080037,48.490063462989482,53,267481,CINEMA 11X20+14,21 RUE DE LA CROIX-ROUGE,77298,Mons-en-Montois,77,0,1,1,45,1,0,1,0
2.374448100668201,48.69073800649808,54,206924,CINEMA AGNES VARDA,3 RUE PIVER,91326,Juvisy-sur-Orge,91,0,1,1,123,0,1,0,0
2.953894193024261,48.366365184374388,55,442370,CINEMA CONFLUENCES,ESPACE COMMERCIAL DU BREAU,77482,Varennes-sur-Seine,77,1,0,9,1603,0,0,0,0
2.363341466791769,48.793146254568335,56,456762,CINEMA D'ART ROMAIN ROLLAND,18 RUE EUGENE VARLIN,94076,Villejuif,94,0,0,1,616,0,0,0,1
2.524833683946524,49.099457665203936,57,166051,CINEMA DE  L'YSIEUX,PLACE JEAN MOULIN,95250,Fosses,95,0,1,1,195,0,1,0,0
2.444185822481687,48.786122163079504,58,128541,CINEMA DU PALAIS,40 ALLEE PARMENTIER,94028,Créteil,94,0,1,3,490,1,1,1,0
2.333597666321841,48.907805109445796,59,408441,ESPACE 1789,7 RUE DES ROSIERS,93070,Saint-Ouen,93,0,1,2,683,1,1,1,1
2.134356135475289,48.894055301369647,60,450503,CINEMA JEAN MARAIS,59 BOULEVARD CARNOT,78650,Le Vésinet,78,0,1,1,199,0,0,0,1
2.293179180316962,48.928429249123404,61,175513,CINEMA JEAN VIGO,1 RUE PIERRE ET MARIE CURIE,92036,Gennevilliers,92,0,1,2,290,1,1,1,0
